mindate,maxdate,name,datacoverage,id
2010-01-01,2010-01-01,Long-term averages of winter growing degree days with base 57F,1,DJF-GRDD-BASE57
2010-01-01,2010-01-01,Long-term averages of winter growing degree days with base 60F,1,DJF-GRDD-BASE60
2010-01-01,2010-01-01,Long-term averages of winter growing degree days with base 65F,1,DJF-GRDD-BASE65
2010-01-01,2010-01-01,Long-term averages of winter growing degree days with base 70F,1,DJF-GRDD-BASE70
2010-01-01,2010-01-01,Long-term averages of winter growing degree days with base 72F,1,DJF-GRDD-BASE72
2010-01-01,2010-01-01,Long-term averages of winter growing degree days with truncated bases 48F and 86F,1,DJF-GRDD-TB4886
2010-01-01,2010-01-01,Long-term averages of winter growing degree days with truncated bases 50F and 86F,1,DJF-GRDD-TB5086
2010-01-01,2010-01-01,Long-term averages of winter heating degree days with base 40F,1,DJF-HTDD-BASE40
2010-01-01,2010-01-01,Long-term averages of winter heating degree days with base 45F,1,DJF-HTDD-BASE45
2010-01-01,2010-01-01,Long-term averages of winter heating degree days with base 50F,1,DJF-HTDD-BASE50
2010-01-01,2010-01-01,Long-term averages of winter heating degree days with base 55F,1,DJF-HTDD-BASE55
2010-01-01,2010-01-01,Long-term averages of winter heating degree days with base 57F,1,DJF-HTDD-BASE57
2010-01-01,2010-01-01,Long-term averages of winter heating degree days with base 60F,1,DJF-HTDD-BASE60
2010-01-01,2010-01-01,Long-term averages of winter heating degree days with base 65F,1,DJF-HTDD-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with precipitation >= 0.01 inches,1,DJF-PRCP-AVGNDS-GE001HI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with precipitation >= 0.10 inches,1,DJF-PRCP-AVGNDS-GE010HI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with precipitation >= 0.50 inches,1,DJF-PRCP-AVGNDS-GE050HI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with precipitation >= 1.00 inches,1,DJF-PRCP-AVGNDS-GE100HI
2010-01-01,2010-01-01,Long-term averages of seasonal precipitation totals forDecember-February,1,DJF-PRCP-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snowfall >= 0.1 inches,1,DJF-SNOW-AVGNDS-GE001TI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snowfall >= 1.0 inches,1,DJF-SNOW-AVGNDS-GE010TI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snowfall >= 3.0 inches,1,DJF-SNOW-AVGNDS-GE030TI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snowfall >= 5.0 inches,1,DJF-SNOW-AVGNDS-GE050TI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snowfall >= 10.0 inches,1,DJF-SNOW-AVGNDS-GE100TI
2010-01-01,2010-01-01,Long-term averages of seasonal snowfall totals for December-February,1,DJF-SNOW-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snow depth >= 1 inch,1,DJF-SNWD-AVGNDS-GE001WI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snow depth >= 3 inches,1,DJF-SNWD-AVGNDS-GE003WI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snow depth >= 5 inches,1,DJF-SNWD-AVGNDS-GE005WI
2010-01-01,2010-01-01,Long-term averages of number of days during December-February with snow depth >= 10 inches,1,DJF-SNWD-AVGNDS-GE010WI
2010-01-01,2010-01-01,Long-term averages of winter average temperature,1,DJF-TAVG-NORMAL
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is greater than or equal to 40F,1,DJF-TMAX-AVGNDS-GRTH040
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is greater than or equal to 50F,1,DJF-TMAX-AVGNDS-GRTH050
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is greater than or equal to 60F,1,DJF-TMAX-AVGNDS-GRTH060
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is greater than or equal to 70F,1,DJF-TMAX-AVGNDS-GRTH070
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is greater than or equal to 80F,1,DJF-TMAX-AVGNDS-GRTH080
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is greater than or equal to 90F,1,DJF-TMAX-AVGNDS-GRTH090
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is greater than or equal to 100F,1,DJF-TMAX-AVGNDS-GRTH100
2010-01-01,2010-01-01,Long-term average number of days per winter where tmax is less than or equal to 32F,1,DJF-TMAX-AVGNDS-LSTH032
2010-01-01,2010-01-01,Long-term averages of winter maximum temperature,1,DJF-TMAX-NORMAL
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 0F,1,DJF-TMIN-AVGNDS-LSTH000
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 10F,1,DJF-TMIN-AVGNDS-LSTH010
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 20F,1,DJF-TMIN-AVGNDS-LSTH020
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 32F,1,DJF-TMIN-AVGNDS-LSTH032
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 40F,1,DJF-TMIN-AVGNDS-LSTH040
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 50F,1,DJF-TMIN-AVGNDS-LSTH050
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 60F,1,DJF-TMIN-AVGNDS-LSTH060
2010-01-01,2010-01-01,Long-term average number of days per winter where tmin is less than or equal to 70F,1,DJF-TMIN-AVGNDS-LSTH070
2010-01-01,2010-01-01,Long-term averages of winter minimum temperature,1,DJF-TMIN-NORMAL
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 45F,1,DLY-CLDD-BASE45
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 50F,1,DLY-CLDD-BASE50
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 55F,1,DLY-CLDD-BASE55
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 57F,1,DLY-CLDD-BASE57
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 60F,1,DLY-CLDD-BASE60
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 70F,1,DLY-CLDD-BASE70
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 72F,1,DLY-CLDD-BASE72
2010-01-01,2010-12-31,Long-term averages of daily cooling degree days with base 65F,1,DLY-CLDD-NORMAL
2010-01-01,2010-12-31,Long-term averages of daily diurnal temperature range,1,DLY-DUTR-NORMAL
2010-01-01,2010-12-31,Long-term standard deviations of daily diurnal temperature range,1,DLY-DUTR-STDDEV
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 40F,1,DLY-GRDD-BASE40
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 45F,1,DLY-GRDD-BASE45
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 50F,1,DLY-GRDD-BASE50
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 55F,1,DLY-GRDD-BASE55
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 57F,1,DLY-GRDD-BASE57
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 60F,1,DLY-GRDD-BASE60
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 65F,1,DLY-GRDD-BASE65
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 70F,1,DLY-GRDD-BASE70
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with base 72F,1,DLY-GRDD-BASE72
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with truncated bases 48F and 86F,1,DLY-GRDD-TB4886
2010-01-01,2010-12-31,Long-term averages of daily growing degree days with truncated bases 50F and 86F,1,DLY-GRDD-TB5086
2010-01-01,2010-12-31,Long-term averages of daily heating degree days with base 40F,1,DLY-HTDD-BASE40
2010-01-01,2010-12-31,Long-term averages of daily heating degree days with base 45F,1,DLY-HTDD-BASE45
2010-01-01,2010-12-31,Long-term averages of daily heating degree days with base 50F,1,DLY-HTDD-BASE50
2010-01-01,2010-12-31,Long-term averages of daily heating degree days with base 55F,1,DLY-HTDD-BASE55
2010-01-01,2010-12-31,Long-term averages of daily heating degree days with base 57F,1,DLY-HTDD-BASE57
2010-01-01,2010-12-31,Long-term averages of daily heating degree days with base 60F,1,DLY-HTDD-BASE60
2010-01-01,2010-12-31,Long-term averages of daily heating degree days with base 65F,1,DLY-HTDD-NORMAL
2010-01-01,2010-12-31,25th percentiles of daily nonzero precipitation totals for 29-day windows centered on each day of the year,1,DLY-PRCP-25PCTL
2010-01-01,2010-12-31,50th percentiles of daily nonzero precipitation totals for 29-day windows centered on each day of the year,1,DLY-PRCP-50PCTL
2010-01-01,2010-12-31,75th percentiles of daily nonzero precipitation totals for 29-day windows centered on each day of the year,1,DLY-PRCP-75PCTL
2010-01-01,2010-12-31,Probability of precipitation >= 0.01 inches for 29-day windows centered on each day of the year,1,DLY-PRCP-PCTALL-GE001HI
2010-01-01,2010-12-31,Probability of precipitation >= 0.10 inches for 29-day windows centered on each day of the year,1,DLY-PRCP-PCTALL-GE010HI
2010-01-01,2010-12-31,Probability of precipitation >= 0.50 inches for 29-day windows centered on each day of the year,1,DLY-PRCP-PCTALL-GE050HI
2010-01-01,2010-12-31,Probability of precipitation >= 1.00 inches for 29-day windows centered on each day of the year,1,DLY-PRCP-PCTALL-GE100HI
2010-01-01,2010-12-31,25th percentiles of daily nonzero snowfall totals for 29-day windows centered on each day of the year,1,DLY-SNOW-25PCTL
2010-01-01,2010-12-31,50th percentiles of daily nonzero snowfall totals for 29-day windows centered on each day of the year,1,DLY-SNOW-50PCTL
2010-01-01,2010-12-31,75th percentiles of daily nonzero snowfall totals for 29-day windows centered on each day of the year,1,DLY-SNOW-75PCTL
2010-01-01,2010-12-31,Probability of snowfall >= 0.1 inches for 29-day windows centered on each day of the year,1,DLY-SNOW-PCTALL-GE001TI
2010-01-01,2010-12-31,Probability of snowfall >= 1.0 inches for 29-day windows centered on each day of the year,1,DLY-SNOW-PCTALL-GE010TI
2010-01-01,2010-12-31,Probability of snowfall >= 3.0 inches for 29-day windows centered on each day of the year,1,DLY-SNOW-PCTALL-GE030TI
2010-01-01,2010-12-31,Probability of snowfall >= 5.0 inches for 29-day windows centered on each day of the year,1,DLY-SNOW-PCTALL-GE050TI
2010-01-01,2010-12-31,Probability of snowfall >= 10 inches for 29-day windows centered on each day of the year,1,DLY-SNOW-PCTALL-GE100TI
2010-01-01,2010-12-31,25th percentiles of daily nonzero snow depth for 29-day windows centered on each day of the year,1,DLY-SNWD-25PCTL
2010-01-01,2010-12-31,50th percentiles of daily nonzero snow depth for 29-day windows centered on each day of the year,1,DLY-SNWD-50PCTL
2010-01-01,2010-12-31,75th percentiles of daily nonzero snow depth for 29-day windows centered on each day of the year,1,DLY-SNWD-75PCTL
2010-01-01,2010-12-31,Probability of snow depth >= 1 inch for 29-day windows centered on each day of the year,1,DLY-SNWD-PCTALL-GE001WI
2010-01-01,2010-12-31,Probability of snow depth >= 3 inches for 29-day windows centered on each day of the year,1,DLY-SNWD-PCTALL-GE003WI
2010-01-01,2010-12-31,Probability of snow depth >= 5 inches for 29-day windows centered on each day of the year,1,DLY-SNWD-PCTALL-GE005WI
2010-01-01,2010-12-31,Probability of snow depth >= 10 inches for 29-day windows centered on each day of the year,1,DLY-SNWD-PCTALL-GE010WI
2010-01-01,2010-12-31,Long-term averages of daily average temperature,1,DLY-TAVG-NORMAL
2010-01-01,2010-12-31,Long-term standard deviations of daily average temperature,1,DLY-TAVG-STDDEV
2010-01-01,2010-12-31,Long-term averages of daily maximum temperature,1,DLY-TMAX-NORMAL
2010-01-01,2010-12-31,Long-term standard deviations of daily maximum temperature,1,DLY-TMAX-STDDEV
2010-01-01,2010-12-31,Long-term averages of daily minimum temperature,1,DLY-TMIN-NORMAL
2010-01-01,2010-12-31,Long-term standard deviations of daily minimum temperature,1,DLY-TMIN-STDDEV
2011-03-08,2018-05-24,One Hour Precipitation Difference = DAA-N1P,0.95,DOD
1781-01-01,2018-04-01,Number of days with greater than or equal to 0.1 inch of precipitation,1,DP01
1781-01-01,2017-05-01,Number of days with greater than or equal to 0.5 inch of precipitation,1,DP05
1781-01-01,2018-04-01,Number of days with greater than or equal to 1.0 inch of precipitation,1,DP10
1994-06-17,2018-05-24,Digital Precipitation Array,0.95,DPA
1888-12-01,2015-11-01,Departure from normal monthly precipitation.,1,DPNP
1888-06-01,2015-11-01,Departure from normal monthly temperature.,1,DPNT
2011-03-08,2018-05-24,Instantaneous Precipitation Rate,0.95,DPR
2011-03-08,2018-05-24,Storm Total Precipitation Difference = DTA-DSP,0.95,DSD
1871-01-01,2018-04-01,Number days with snow depth > 1 inch(25.4mm) for the period.,1,DSND
1840-05-01,2018-04-01,Number days with snow depth > 1 inch.,1,DSNW
1994-06-17,2018-05-24,Digital Storm Total Precipitation,0.95,DSP
1763-01-01,2018-04-01,Number days with minimum temperature less than or equal to 0.0 F,1,DT00
1763-01-01,2018-04-01,Number days with minimum temperature less than or equal to 32.0 F,1,DT32
1942-01-01,1981-12-01,Number days with minimum temperature < 59 F. (Puerto Rico and Virgin Islands only.),1,DT60
1922-01-01,2015-11-01,Number days with maximum temperature > 70 F. (Alaska only.),1,DT70
1763-01-01,2016-03-01,Number days with maximum temperature greater than or equal 90.0 F,1,DT90
2011-03-08,2018-05-24,Digital Storm Total Accumulation(Storm Total Precipitation total (256 levels) with Dual Pol. algorithm),0.95,DTA
1994-05-20,2018-05-24,Digital Vertical Integrated Liquid,0.95,DVL
1832-05-11,2018-03-02,Number of days with non-zero precipitation included in multiday precipitation total (MDPR),1,DWPR
1763-01-01,2018-04-01,Number days with maximum temperature < 32 F.,1,DX32
1942-01-01,1981-12-01,Number days with maximum temperature < 59 F. (Puerto Rico and Virgin Islands only.),1,DX60
1763-01-01,2018-04-01,Number days with maximum temperature > 70 F (21.1C),1,DX70
1763-01-01,2018-04-01,Number days with maximum temperature > 90 F (32.2C),1,DX90
1994-05-20,2018-05-24,Enhanced Echo Tops,0.95,EET
1763-01-01,2018-04-01,Extreme minimum temperature for the period.,1,EMNT
1871-01-01,2018-04-01,Extreme maximum snow depth for the period.,1,EMSD
1840-05-01,2018-04-01,Extreme maximum snowfall for the period.,1,EMSN
1781-01-01,2018-04-01,Extreme maximum precipitation for the period.,1,EMXP
1763-01-01,2018-04-01,Extreme maximum temperature for the period.,1,EMXT
1893-01-09,2018-04-30,Evaporation of water from evaporation pan,1,EVAP
1982-01-01,2013-03-31,Time of fastest mile or fastest 1-minute wind,1,FMTM
1946-10-29,1964-12-31,Base of frozen ground layer,1,FRGB
1946-10-29,1964-12-31,Top of frozen ground layer,1,FRGT
1948-01-01,1964-12-31,Thickness of frozen ground layer,1,FRTH
1994-05-20,2018-05-24,Free Text Message,0.95,FTM
1763-01-01,2017-01-01,First freeze <= to 32F/0C of the year.,1,FZF0
1765-01-01,2017-01-01,First freeze <= 28F/-2.2C of the year,1,FZF1
1767-01-01,2017-01-01,First freeze <= 24F/-4.4C of the year,1,FZF2
1774-01-01,2017-01-01,First freeze <= 20F/-6.7C of the year,1,FZF3
1774-01-01,2017-01-01,First freeze <= 16F/-8.9C of the year,1,FZF4
1763-01-01,2017-01-01,Last freeze <= 32F/0C of the year,1,FZF5
1763-01-01,2017-01-01,Last freeze <= 28F/-2.2C of the year,1,FZF6
1763-01-01,2017-01-01,Last freeze <= 24F/-4.4C of the year,1,FZF7
1766-01-01,2017-01-01,Last freeze <= 20F/-6.7C of the year,1,FZF8
1767-01-01,2017-01-01,Last freeze <= 16F/-8.9C of the year,1,FZF9
1913-07-25,1964-12-31,Difference between river and gauge height,1,GAHT
1994-05-20,2018-05-24,General Status Message,0.95,GSM
1763-07-01,2018-04-01,Heating Degree Days Season to Date,1,HDSD
2011-03-08,2018-05-24,Hybrid Hydrometeor Classification,0.95,HHC
2010-01-01,2010-12-31,Cooling degree hours,1,HLY-CLDH-NORMAL
2010-01-01,2010-12-31,Clouds broken percentage,1,HLY-CLOD-PCTBKN
2010-01-01,2010-12-31,Clouds clear percentage,1,HLY-CLOD-PCTCLR
2010-01-01,2010-12-31,Clouds few percentage,1,HLY-CLOD-PCTFEW
2010-01-01,2010-12-31,Clouds overcast percentage,1,HLY-CLOD-PCTOVC
2010-01-01,2010-12-31,Clouds scattered percentage,1,HLY-CLOD-PCTSCT
2010-01-01,2010-12-31,Dew point 10th percentile,1,HLY-DEWP-10PCTL
2010-01-01,2010-12-31,Dew point 90th percentile,1,HLY-DEWP-90PCTL
2010-01-01,2010-12-31,Dew point mean,1,HLY-DEWP-NORMAL
2010-01-01,2010-12-31,Heat index mean,1,HLY-HIDX-NORMAL
2010-01-01,2010-12-31,Heating degree hours,1,HLY-HTDH-NORMAL
2010-01-01,2010-12-31,Sea level pressure 10th percentile,1,HLY-PRES-10PCTL
2010-01-01,2010-12-31,Sea level pressure 90th percentile,1,HLY-PRES-90PCTL
2010-01-01,2010-12-31,Sea level pressure mean,1,HLY-PRES-NORMAL
2010-01-01,2010-12-31,Temperature 10th percentile,1,HLY-TEMP-10PCTL
2010-01-01,2010-12-31,Temperature 90th percentile,1,HLY-TEMP-90PCTL
2010-01-01,2010-12-31,Temperature mean,1,HLY-TEMP-NORMAL
2010-01-01,2010-12-31,Wind chill mean,1,HLY-WCHL-NORMAL
2010-01-01,2010-12-31,Prevailing wind direction (1-8),1,HLY-WIND-1STDIR
2010-01-01,2010-12-31,Prevailing wind percentage,1,HLY-WIND-1STPCT
2010-01-01,2010-12-31,Secondary wind direction (1-8),1,HLY-WIND-2NDDIR
2010-01-01,2010-12-31,Secondary wind percentage,1,HLY-WIND-2NDPCT
2010-01-01,2010-12-31,Average wind speed,1,HLY-WIND-AVGSPD
2010-01-01,2010-12-31,Percentage calm,1,HLY-WIND-PCTCLM
2010-01-01,2010-12-31,Mean wind vector direction,1,HLY-WIND-VCTDIR
2010-01-01,2010-12-31,Mean wind vector magnitude,1,HLY-WIND-VCTSPD
1982-01-01,2018-03-01,Highest minimum soil temperature for the month (degrees F),1,HN01
1984-01-01,2009-08-01,Highest minimum soil temperature for the month(cover: unknown,1,HN0190
1982-01-01,2018-03-01,Highest minimum soil temperature for the month (degrees F),1,HN02
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: unknown,1,HN0290
2011-01-01,2012-01-01,Highest minimum soil temperature for the month(cover: unknown,0.998,HN0299
1982-01-01,2018-03-01,Highest minimum soil temperature for the month (degrees F),1,HN03
1984-01-01,2009-12-01,Highest minimum soil temperature for the month(cover: unknown,1,HN0390
1982-01-01,2018-03-01,Highest minimum soil temperature for the month (degrees F),1,HN04
1982-01-01,2018-03-01,Highest minimum soil temperature for the month (degrees F),0.9997,HN05
1982-01-01,2018-03-01,Highest minimum soil temperature for the month (degrees F),0.9997,HN06
1982-06-01,2018-01-01,Highest minimum soil temperature for the month (degrees F),0.9898,HN07
1982-06-01,2018-01-01,Highest minimum soil temperature for the month (degrees F),0.97,HN08
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: grass,0.9819,HN1190
1984-01-01,1985-07-01,Highest minimum soil temperature for the month(cover: grass,1,HN1191
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: grass,1,HN1290
1984-01-01,1989-07-01,Highest minimum soil temperature for the month(cover: grass,0.8807,HN1291
2011-01-01,2012-09-01,Highest minimum soil temperature for the month(cover: grass,1,HN1299
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: grass,0.998,HN1390
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: grass,0.8497,HN1391
2011-01-01,2011-01-01,Highest minimum soil temperature for the month(cover: grass,0.9819,HN1399
2010-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: grass,1,HN1490
2011-01-01,2011-01-01,Highest minimum soil temperature for the month(cover: grass,0.9819,HN1499
1989-08-01,2010-12-01,Highest minimum soil temperature for the month(cover: fallow,0.9338,HN2190
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: fallow,0.8663,HN2192
1989-08-01,2010-12-01,Highest minimum soil temperature for the month(cover: fallow,0.9299,HN2290
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: fallow,0.8663,HN2292
1989-08-01,2010-12-01,Highest minimum soil temperature for the month(cover: fallow,0.9338,HN2390
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: fallow,0.6497,HN2392
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3190
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: bare ground,0.9996,HN3192
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3199
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3290
1984-01-01,1989-02-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3292
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3299
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3390
1984-01-01,1989-02-01,Highest minimum soil temperature for the month(cover: bare ground,0.9845,HN3392
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3399
2004-08-01,2010-12-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3490
2011-01-01,2011-09-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3499
2004-08-01,2010-12-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3590
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3599
2006-04-01,2006-04-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3690
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: bare ground,1,HN3699
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: sod,0.9998,HN5190
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: sod,1,HN5199
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: sod,1,HN5290
1984-01-01,1989-02-01,Highest minimum soil temperature for the month(cover: sod,1,HN5291
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: sod,1,HN5299
1984-01-01,2010-12-01,Highest minimum soil temperature for the month(cover: sod,1,HN5390
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: sod,1,HN5399
2002-03-01,2010-12-01,Highest minimum soil temperature for the month(cover: sod,0.998,HN5490
2011-01-01,2011-12-01,Highest minimum soil temperature for the month(cover: sod,1,HN5499
2002-03-01,2009-02-01,Highest minimum soil temperature for the month(cover: sod,0.998,HN5590
2011-01-01,2015-11-01,Highest minimum soil temperature for the month(cover: sod,1,HN5599
2012-09-01,2015-11-01,Highest minimum soil temperature for the month(cover: sod,1,HN5699
1984-01-01,1993-01-01,Highest minimum soil temperature for the month(cover: straw mulch,0.9812,HN6190
1989-03-01,1990-10-01,Highest minimum soil temperature for the month(cover: grass muck,0.998,HN7290
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: grass muck,0.9996,HN7293
1990-01-01,1990-10-01,Highest minimum soil temperature for the month(cover: bare muck,1,HN8190
1984-01-01,1989-02-01,Highest minimum soil temperature for the month(cover: bare muck,1,HN8193
1989-03-01,1990-10-01,Highest minimum soil temperature for the month(cover: bare muck,0.998,HN8290
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: bare muck,0.9996,HN8293
1989-03-01,1990-10-01,Highest minimum soil temperature for the month(cover: bare muck,0.998,HN8390
1984-01-01,1988-12-01,Highest minimum soil temperature for the month(cover: bare muck,0.9996,HN8393
1984-01-01,2006-12-01,Highest soil temperature at observation time(cover: unknown,1,HO01A0
1984-01-01,2009-04-01,Highest soil temperature at observation time(cover: unknown,1,HO01P0
1984-01-01,1989-06-01,Highest soil temperature at observation time(cover: unknown,0.2577,HO01P1
1985-01-01,1988-12-01,Highest soil temperature at observation time(cover: unknown,0.7083,HO01P2
1984-01-01,2006-12-01,Highest soil temperature at observation time(cover: unknown,1,HO02A0
1984-01-01,2009-04-01,Highest soil temperature at observation time(cover: unknown,1,HO02P0
1986-01-01,1989-06-01,Highest soil temperature at observation time(cover: unknown,0.6435,HO02P1
1984-01-01,1985-12-01,Highest soil temperature at observation time(cover: unknown,0.9993,HO02P2
1984-01-01,2005-09-01,Highest soil temperature at observation time(cover: unknown,1,HO03A0
1984-01-01,2009-04-01,Highest soil temperature at observation time(cover: unknown,1,HO03P0
1985-01-01,1989-06-01,Highest soil temperature at observation time(cover: unknown,0.519,HO03P1
1984-02-01,1986-12-01,Highest soil temperature at observation time(cover: unknown,0.6288,HO03P2
1984-01-01,2007-12-01,Highest soil temperature at observation time(cover: unknown,1,HO04A0
1984-01-01,2009-12-01,Highest soil temperature at observation time(cover: unknown,1,HO04P0
1984-01-01,1986-12-01,Highest soil temperature at observation time(cover: unknown,0.6387,HO04P1
1985-01-01,1989-06-01,Highest soil temperature at observation time(cover: unknown,0.519,HO04P2
1984-01-01,2009-08-01,Highest soil temperature at observation time(cover: unknown,1,HO05A0
1984-01-01,2009-12-01,Highest soil temperature at observation time(cover: unknown,1,HO05P0
1984-01-01,1988-12-01,Highest soil temperature at observation time(cover: unknown,0.7664,HO05P1
1989-01-01,1989-06-01,Highest soil temperature at observation time(cover: unknown,0.8408,HO05P2
2006-01-01,2009-04-01,Highest soil temperature at observation time(cover: unknown,0.9762,HO07P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,1,HO11A0
1992-04-01,2010-12-01,Highest soil temperature at observation time(cover: grass,1,HO11P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,0.9999,HO12A0
1992-04-01,2010-12-01,Highest soil temperature at observation time(cover: grass,0.9992,HO12P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,1,HO13A0
2000-06-01,2010-12-01,Highest soil temperature at observation time(cover: grass,1,HO13P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,1,HO14A0
1984-01-01,1985-07-01,Highest soil temperature at observation time(cover: grass,1,HO14A1
2000-06-01,2010-12-01,Highest soil temperature at observation time(cover: grass,0.8458,HO14P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,0.9999,HO15A0
1984-01-01,1985-07-01,Highest soil temperature at observation time(cover: grass,1,HO15A1
2000-06-01,2010-12-01,Highest soil temperature at observation time(cover: grass,0.8038,HO15P0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,1,HO16A0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,1,HO16P0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,0.998,HO17A0
2006-01-01,2010-06-01,Highest soil temperature at observation time(cover: grass,0.7971,HO17P0
1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,0.998,HO21A0
1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,0.998,HO22A0
1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,0.998,HO23A0
1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,0.998,HO24A0
1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,0.998,HO25A0
1984-09-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,1,HO31A0
1985-07-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,0.998,HO31P0
1984-09-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,1,HO32A0
1985-07-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,0.998,HO32P0
1984-09-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,1,HO33A0
